title,movie_type,overview
"['wonderful', 'life']","['Drama', 'Family', 'Fantasy']","['holiday', 'favourite', 'generation', '...', '  ', 'george', 'bailey', 'spend', 'entire', 'life', 'give', 'people', 'bedford', 'fall', '.', '  ', 'prevent', 'rich', 'skinflint', 'mr', '.', 'potter', 'take', 'entire', 'town', 'george', 'modest', 'building', 'loan', 'company', '.', '  ', 'christmas', 'eve', 'business', '$', '8,000', 'lose', 'george', 'trouble', 'begin', '.']"
"['city', 'light']","['Comedy', 'Drama', 'Romance']","['tramp', 'fall', 'love', 'beautiful', 'blind', 'flower', 'girl', '.', '-', '-', 'friendship', 'wealthy', 'man', 'allow', 'girl', 'benefactor', 'suitor', '.']"
"['path', 'glory']","['War', 'Drama', 'History']","['command', 'officer', 'defend', 'scapegoat', 'trial', 'fail', 'offensive', 'occur', 'french', 'army', '1916', '.']"
"['miracle', 'cell', '.', '7']",['Drama'],"['separate', 'daughter', ',', 'father', 'intellectual', 'disability', 'prove', 'innocence', 'jail', 'death', 'commander', 'child', '.']"
"['lion', 'king']","['Family', 'Animation', 'Drama', 'Fantasy', 'Adventure']","['young', 'lion', 'prince', 'simba', ',', 'eager', 'day', 'king', 'pride', 'land', ',', 'grow', 'watchful', 'eye', 'father', 'mufasa', ';', 'villainous', 'uncle', 'scar', 'conspire', 'throne', '.', 'amid', 'betrayal', 'tragedy', ',', 'simba', 'confront', 'past', 'find', 'rightful', 'place', 'circle', 'life', '.']"
"['le', 'trou']","['Drama', 'Thriller', 'Crime']","['prison', 'inmate', 'hatch', 'plan', 'literally', 'dig', 'jail', 'prisoner', ',', 'claude', 'gaspard', ',', 'move', 'cell', '.', 'risk', 'share', 'plan', 'newcomer', '.', 'course', 'day', ',', 'prisoner', 'friend', 'break', 'concrete', 'floor', 'bed', 'post', 'begin', 'way', 'sewer', 'system', '--', 'escape', 'assure', '.']"
"['rascal', 'dream', 'dream', 'girl']","['Animation', 'Romance', 'Drama', 'Fantasy']","['fujisawa', ',', 'sakuta', 'azusagawa', 'second', 'year', 'high', 'school', '.', 'blissful', 'day', 'girlfriend', 'upperclassman', ',', 'mai', 'sakurajima', ',', 'interrupt', 'appearance', 'crush', ',', 'shoko', 'makinohara', '.']"
['oldboy'],"['Drama', 'Thriller', 'Mystery', 'Action']","['clue', 'came', 'imprison', ',', 'drug', 'torture', '15', 'year', ',', 'desperate', 'man', 'seek', 'revenge', 'captor', '.']"
"['legend', '1900']","['Drama', 'Music']","['story', 'virtuoso', 'piano', 'player', 'live', 'entire', 'life', 'aboard', 'ocean', 'liner', '.', 'bear', 'raise', 'ship', ',', '1900', 'learn', 'outside', 'world', 'interaction', 'passenger', ',', 'set', 'foot', 'land', ',', 'love', 'life', '.', 'year', 'later', ',', 'ship', 'destroy', ',', 'band', 'member', 'fear', '1900', 'aboard', ',', 'willing', 'ship', '.']"
['cloud'],"['Music', 'Drama', 'Romance']","['young', 'musician', 'zach', 'sobiech', 'discover', 'cancer', 'spread', ',', 'leave', 'month', 'live', '.', 'limited', 'time', ',', 'follow', 'dream', 'make', 'album', ',', 'unaware', 'soon', 'viral', 'music', 'phenomenon', '.']"
"['taylor', 'swift', ':', 'reputation', 'stadium', 'tour']",['Music'],"['taylor', 'swift', 'take', 'stage', 'dalla', 'reputation', 'stadium', 'tour', 'celebrate', 'monumental', 'night', 'music', ',', 'memorie', 'visual', 'magic', '.']"
"['want', 'eat', 'pancrea']","['Animation', 'Drama', 'Romance']","['classmate', 'crush', 'diagnose', 'pancreatic', 'disease', ',', 'average', 'high', 'schooler', 'set', 'final', 'day', '.']"
"['life', 'year']","['Drama', 'Romance']","['17', 'year', 'old', 'find', 'girlfriend', 'die', ',', 'set', 'entire', 'life', ',', 'year', 'leave', '.']"
"['avenger', ':', 'endgame']","['Adventure', 'Science Fiction', 'Action']","['devastating', 'event', 'avenger', ':', 'infinity', 'war', ',', 'universe', 'ruin', 'effort', 'mad', 'titan', ',', 'thano', '.', 'help', 'remain', 'ally', ',', 'avenger', 'assemble', 'order', 'undo', 'thano', ""'"", 'action', 'restore', 'order', 'universe', ',', 'matter', 'consequence', 'store', '.']"
['klaus'],"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']","['jesper', 'distinguishes', 'postal', 'academy', 'bad', 'student', ',', 'send', 'smeerensburg', ',', 'small', 'village', 'locate', 'icy', 'island', 'arctic', 'circle', ',', 'grumpy', 'inhabitant', 'barely', 'exchange', 'word', ',', 'let', 'letter', '.', 'jesper', 'abandon', 'duty', 'postman', 'meet', 'local', 'teacher', 'alva', 'klaus', ',', 'mysterious', 'carpenter', 'live', 'cabin', 'handmade', 'toy', '.']"
"['avenger', ':', 'infinity', 'war']","['Adventure', 'Action', 'Science Fiction']","['avenger', 'ally', 'continue', 'protect', 'world', 'threat', 'large', 'hero', 'handle', ',', 'new', 'danger', 'emerge', 'cosmic', 'shadow', ':', 'thano', '.', 'despot', 'intergalactic', 'infamy', ',', 'goal', 'collect', 'infinity', 'stone', ',', 'artifact', 'unimaginable', 'power', ',', 'use', 'inflict', 'twisted', 'reality', '.', 'avenger', 'fight', 'lead', 'moment', '-', 'fate', 'earth', 'existence', 'uncertain', '.']"
['come'],"['Drama', 'War']","['invasion', 'village', 'byelorussia', 'german', 'force', 'send', 'young', 'florya', 'forest', 'join', 'weary', 'resistance', 'fighter', ',', 'family', 'wish', '.', 'meet', 'girl', ',', 'glasha', ',', 'accompany', 'village', '.', 'return', 'home', ',', 'florya', 'find', 'family', 'fellow', 'peasant', 'massacre', '.', 'continued', 'survival', 'amidst', 'brutal', 'debris', 'war', 'increasingly', 'nightmarish', ',', 'battle', 'despair', 'hope', '.']"
"['foot', 'apart']","['Romance', 'Drama']","['seventeen', '-', 'year', '-', 'old', 'stella', 'spend', 'time', 'hospital', 'cystic', 'fibrosis', 'patient', '.', 'life', 'routine', ',', 'boundarie', 'self', '-', 'control', '—', 'test', 'meet', ',', 'impossibly', 'charming', 'teen', 'illness', '.', 'instant', 'flirtation', ',', 'restriction', 'dictate', 'maintain', 'safe', 'distance', '.', 'connection', 'intensifie', ',', 'temptation', 'throw', 'rule', 'window', 'embrace', 'attraction', '.']"
"['il', 'sorpasso']","['Drama', 'Comedy', 'Adventure']","['roberto', ',', 'shy', 'law', 'student', 'rome', ',', 'meet', 'bruno', ',', '-', 'year', '-', 'old', 'exuberant', ',', 'capricious', 'man', ',', 'take', 'drive', 'roman', 'tuscany', 'country', 'summer', '.', 'journey', 'start', 'blend', 'daily', 'life', ',', 'pair', 'newfound', 'friendship', 'test', '.']"
"['evangelion', ':', '3.0', '+', '1.0', 'thrice', 'time']","['Animation', 'Action', 'Science Fiction', 'Drama']","['aftermath', 'fourth', 'impact', ',', 'strand', 'evangelion', ',', 'shinji', ',', 'asuka', 'rei', 'find', 'refuge', 'rare', 'pocket', 'humanity', 'exist', 'ruin', 'planet', 'earth', '.', ',', 'live', 'life', 'far', 'different', 'day', 'evangelion', 'pilot', '.', ',', 'danger', 'world', 'far', '.', 'new', 'impact', 'loom', 'horizon', '—', 'prove', 'true', 'end', 'evangelion', '.']"
['matrix'],"['Action', 'Science Fiction']","['set', '22nd', 'century', ',', 'matrix', 'tell', 'story', 'computer', 'hacker', 'join', 'group', 'underground', 'insurgent', 'fight', 'vast', 'powerful', 'computer', 'rule', 'earth', '.']"
"['clear', 'blue', 'sky']","['Comedy', 'Drama', 'Music']","['return', 'earth', 'imitator', ',', 'legendary', 'mexican', 'artist', 'pedro', 'infante', 'prove', 'long', 'womanizer', 'enter', 'paradise', '.']"
"['green', 'book']","['Drama', 'History']","['tony', 'lip', ',', 'bouncer', '1962', ',', 'hire', 'drive', 'pianist', 'don', 'shirley', 'tour', 'deep', 'south', 'day', 'african', 'americans', ',', 'force', 'find', 'alternate', 'accommodation', 'service', 'segregation', 'law', 'mason', '-', 'dixon', 'line', ',', 'rely', 'guide', 'call', 'negro', 'motorist', 'green', 'book', '.']"
['mommy'],['Drama'],"['peculiar', 'neighbor', 'offer', 'hope', 'recent', 'widow', 'struggle', 'raise', 'teenager', 'unpredictable', ',', ',', 'violent', '.']"
"['ultraman', ':', 'rise']","['Animation', 'Science Fiction', 'Family', 'Action']","['star', 'athlete', 'reluctantly', 'return', 'home', 'father', 'duty', 'ultraman', ',', 'shield', 'tokyo', 'giant', 'monster', 'legendary', 'hero', '.']"
"['wolf', 'child']","['Animation', 'Family', 'Drama', 'Fantasy']","['werewolf', 'lover', 'unexpectedly', 'die', 'accident', ',', 'woman', 'find', 'way', 'raise', 'son', 'daughter', '.', ',', 'inheritance', 'father', 'trait', 'prove', 'challenge', '.']"
['gladiator'],"['Action', 'Drama', 'Adventure']","['death', 'emperor', 'marcus', 'aurelius', ',', 'devious', 'son', 'take', 'power', 'demote', 'maximus', ',', 'rome', 'capable', 'general', 'marcus', 'prefer', '.', 'eventually', ',', 'maximus', 'force', 'gladiator', 'battle', 'death', 'man', 'amusement', 'pay', 'audience', '.']"
"['save', 'private', 'ryan']","['Drama', 'History', 'War']","['u.s', '.', 'troop', 'storm', 'beach', 'normandy', ',', 'brother', 'lie', 'dead', 'battlefield', ',', 'fourth', 'trap', 'enemy', 'line', '.', 'ranger', 'captain', 'john', 'miller', 'seven', 'man', 'task', 'penetrate', 'german', '-', 'hold', 'territory', 'bring', 'boy', 'home', '.']"
"['witness', 'prosecution']","['Drama', 'Mystery', 'Crime']","['ail', 'barrister', 'agree', 'defend', 'man', 'sensational', 'murder', 'trial', 'unconvincing', 'testimony', 'defendant', 'wife', 'subject', 'confusion', '.']"
"['justice', 'league', 'dark', ':', 'apokolip', 'war']","['Animation', 'Action', 'Science Fiction', 'Adventure', 'Fantasy']","['earth', 'decimate', 'intergalactic', 'tyrant', 'darkseid', 'devastate', 'justice', 'league', 'poorly', 'execute', 'war', 'dc', 'super', 'hero', '.', 'remain', 'bastion', 'good', '–', 'justice', 'league', ',', 'teen', 'titans', ',', 'suicide', 'squad', 'assort', '–', 'regroup', ',', 'strategize', 'war', 'darkseid', 'order', 'save', 'planet', 'survive', 'inhabitant', '.']"
"['puss', 'boot', ':', 'wish']","['Animation', 'Adventure', 'Fantasy', 'Comedy', 'Family']","['puss', 'boot', 'discover', 'passion', 'adventure', 'take', 'toll', ':', 'burn', 'life', ',', 'leave', 'life', 'leave', '.', 'puss', 'set', 'epic', 'journey', 'find', 'mythical', 'wish', 'restore', 'life', '.']"
"['inglourious', 'basterd']","['Drama', 'Thriller', 'War']","['nazi', '-', 'occupy', 'france', 'world', 'war', 'ii', ',', 'group', 'jewish', '-', 'american', 'soldier', 'know', '""', 'basterd', '""', 'choose', 'specifically', 'spread', 'fear', 'reich', 'scalping', 'brutally', 'kill', 'nazi', '.', 'basterd', ',', 'lead', 'lt', '.', 'aldo', 'raine', 'soon', 'cross', 'path', 'french', '-', 'jewish', 'teenage', 'girl', 'run', 'movie', 'theater', 'paris', 'target', 'soldier', '.']"
"['boy', ',', 'mole', ',', 'fox', 'horse']","['Animation', 'Family', 'Adventure', 'Fantasy']","['unlikely', 'friendship', 'boy', ',', 'mole', ',', 'fox', 'horse', 'travel', 'boy', 'search', 'home', '.']"
['wolfwalker'],"['Animation', 'Family', 'Adventure', 'Fantasy']","['time', 'superstition', 'magic', ',', 'wolf', 'see', 'demonic', 'nature', 'evil', 'tame', ',', 'young', 'apprentice', 'hunter', 'come', 'ireland', 'father', 'wipe', 'pack', '.', 'save', 'wild', 'native', 'girl', ',', 'friendship', 'lead', 'discover', 'world', 'wolfwalker', 'transform', 'thing', 'father', 'tasked', 'destroy', '.']"
"['woman', 'dune']","['Drama', 'Thriller']","['vacation', 'entomologist', 'suffer', 'extreme', 'physical', 'psychological', 'trauma', 'take', 'captive', 'resident', 'poor', 'seaside', 'village', 'live', 'woman', 'life', 'task', 'shovel', 'sand', '.']"
['shine'],"['Horror', 'Thriller']","['jack', 'torrance', 'accept', 'caretaker', 'job', 'overlook', 'hotel', ',', ',', 'wife', 'wendy', 'son', 'danny', ',', 'live', 'isolate', 'rest', 'world', 'winter', '.', 'prepare', 'madness', 'lurk', '.']"
"['demon', 'slayer', '-kimetsu', 'yaiba-', 'movie', ':', 'mugen', 'train']","['Animation', 'Action', 'Fantasy', 'Thriller']","['tanjiro', 'kamado', ',', 'join', 'inosuke', 'hashibira', ',', 'boy', 'raise', 'boar', 'wear', 'boar', 'head', ',', 'zenitsu', 'agatsuma', ',', 'scared', 'boy', 'reveal', 'true', 'power', 'sleep', ',', 'board', 'infinity', 'train', 'new', 'mission', 'fire', 'hashira', ',', 'kyojuro', 'rengoku', ',', 'defeat', 'demon', 'torment', 'people', 'kill', 'demon', 'slayer', 'oppose', '!']"
['help'],['Drama'],"['aibileen', 'clark', 'middle', '-', 'aged', 'african', '-', 'american', 'maid', 'spend', 'life', 'raise', 'white', 'child', 'recently', 'lose', 'son', ';', 'minny', 'jackson', 'african', '-', 'american', 'maid', 'offend', 'employer', 'despite', 'family', 'struggle', 'money', 'desperate', 'need', 'job', ';', 'eugenia', '""', 'skeeter', '""', 'phelan', 'young', 'white', 'woman', 'recently', 'move', 'home', 'graduate', 'college', 'find', 'childhood', 'maid', 'mysteriously', 'disappear', '.', 'story', 'intertwine', 'explain', 'life', 'jackson', ',', 'mississippi', 'revolve', '""', 'help', '""', ';', 'keep', 'certain', 'distance', 'racial', 'line', '.']"
"['star', 'war']","['Adventure', 'Action', 'Science Fiction']","['princess', 'leia', 'capture', 'hold', 'hostage', 'evil', 'imperial', 'force', 'effort', 'galactic', 'empire', '.', 'venturesome', 'luke', 'skywalker', 'dashing', 'captain', 'han', 'solo', 'team', 'loveable', 'robot', 'duo', 'r2', '-', 'd2', 'c-3po', 'rescue', 'beautiful', 'princess', 'restore', 'peace', 'justice', 'empire', '.']"
"['taylor', 'swift', '|', 'era', 'tour']",['Music'],"['concert', 'film', 'document', 'taylor', 'swift', 'record', '-', 'break', 'era', 'tour', '(', '2023', '-', '2024', ')', '.', 'film', 'los', 'angeles', 'show', ',', 'film', 'capture', 'tour', 'act', ',', 'represent', 'different', 'musical', 'era', 'swift', 'career', '.', 'film', 'showcase', '40', 'song', ',', 'elaborate', 'stage', 'production', ',', 'swift', 'performance', '.']"
"['art', 'racing', 'rain']","['Drama', 'Romance']","['family', 'dog', '–', 'near', '-', 'human', 'soul', 'philosopher', 'mind', '–', 'evaluate', 'life', 'lesson', 'learn', 'human', 'owner', ',', 'race', '-', 'car', 'driver', '.']"
"['michael', 'jackson', 'thriller']","['Horror', 'Music', 'Mystery']","['night', 'movie', 'turn', 'nightmare', 'michael', 'date', 'attack', 'horde', 'bloody', '-', 'thirsty', 'zombie', '.', 'success', 'thriller', 'album', 'michael', 'jackson', 'electrifying', 'performance', 'motown', '25', ',', 'short', 'film', '/', 'music', 'video', '""', 'thriller', '""', 'establish', 'jackson', 'international', 'superstar', 'global', 'phenomenon', '.', 'thriller', 'credit', 'transform', 'music', 'video', 'art', 'form', ',', 'break', 'racial', 'barrier', 'popular', 'entertainment', ',', 'popularize', 'making', '-', 'documentary', 'format', 'create', 'home', 'video', 'market', '.', 'success', 'transform', 'jackson', 'dominant', 'force', 'global', 'pop', 'culture', '.', '2009', ',', 'music', 'video', 'induct', 'united', 'states', 'national', 'film', 'registry', 'library', 'congress', '""', 'culturally', ',', 'historically', 'aesthetically', 'significant', '""', '.', '""', 'thriller', '""', 'jackson', 'seventh', 'final', 'u.s', '.', 'hot', '100', '10', 'hit', 'thriller', 'album', '.', 'album', 'history', 'seven', 'u.s', '.', '10s', '.']"
['prestige'],"['Drama', 'Mystery', 'Science Fiction']","['mysterious', 'story', 'magician', 'intense', 'rivalry', 'lead', 'life', '-', 'long', 'battle', 'supremacy', '--', 'obsession', ',', 'deceit', 'jealousy', 'dangerous', 'deadly', 'consequence', '.']"
['coco'],"['Family', 'Animation', 'Music', 'Adventure']","['despite', 'family', 'baffle', 'generation', '-', 'old', 'ban', 'music', ',', 'miguel', 'dream', 'accomplish', 'musician', 'like', 'idol', ',', 'ernesto', 'de', 'la', 'cruz', '.', 'desperate', 'prove', 'talent', ',', 'miguel', 'find', 'stunning', 'colorful', 'land', 'dead', 'follow', 'mysterious', 'chain', 'event', '.', 'way', ',', 'meet', 'charming', 'trickster', 'hector', ',', ',', 'set', 'extraordinary', 'journey', 'unlock', 'real', 'story', 'miguel', 'family', 'history', '.']"
['handmaiden'],"['Thriller', 'Drama', 'Romance']","['1930s', 'korea', ',', 'period', 'japanese', 'occupation', ',', 'new', 'girl', ',', 'sookee', ',', 'hire', 'handmaiden', 'japanese', 'heiress', ',', 'hideko', ',', 'life', 'seclude', 'life', 'large', 'countryside', 'estate', 'domineering', 'uncle', 'kouzuki', '.', 'maid', 'secret', '.', 'pickpocket', 'recruit', 'swindler', 'pose', 'japanese', 'count', 'help', 'seduce', 'lady', 'elope', ',', 'rob', 'fortune', ',', 'lock', 'madhouse', '.', 'plan', 'proceed', 'accord', 'plan', 'sookee', 'hideko', 'discover', 'unexpected', 'emotion', '.']"
"['shutter', 'island']","['Drama', 'Thriller', 'Mystery']","['world', 'war', 'ii', 'soldier', '-', 'turn', '-', 'u.s', '.', 'marshal', 'teddy', 'daniels', 'investigate', 'disappearance', 'patient', 'hospital', 'criminally', 'insane', ',', 'effort', 'compromise', 'troubling', 'vision', 'mysterious', 'doctor', '.']"
"['mom', 'character', '3']",['Comedy'],"['dona', 'hermínia', 'rediscover', 'reinvent', 'child', 'form', 'new', 'family', '.', 'supermom', 'deal', 'new', 'life', 'scenario', ':', 'marcelina', 'pregnant', 'juliano', 'getting', 'marry', '.']"
"['doctor', ':', 'day', 'doctor']","['Science Fiction', 'Adventure']","['2013', ',', 'terrible', 'awakening', 'london', 'national', 'gallery', ';', '1562', ',', 'murderous', 'plot', 'afoot', 'elizabethan', 'england', ';', 'space', 'ancient', 'battle', 'reach', 'devastating', 'conclusion', '.', 'reality', 'stake', 'doctor', 'dangerous', 'past', 'come', 'haunt', '.']"
['apartment'],"['Comedy', 'Drama', 'Romance']","['bud', 'baxter', 'minor', 'clerk', 'huge', 'new', 'york', 'insurance', 'company', ',', 'discover', 'quick', 'way', 'climb', 'corporate', 'ladder', '.', 'lends', 'apartment', 'executive', 'place', 'mistress', '.', 'deal', 'aftermath', 'visit', ',', 'night', 'leave', 'major', 'problem', 'solve', '.']"
"['hacksaw', 'ridge']","['Drama', 'History', 'War']","['wwii', 'american', 'army', 'medic', 'desmond', 't.', 'doss', ',', 'serve', 'battle', 'okinawa', ',', 'refuse', 'kill', 'people', 'conscientious', 'objector', 'american', 'history', 'receive', 'congressional', 'medal', 'honor', '.']"
"['maquia', ':', 'promise', 'flower', 'bloom']","['Animation', 'Fantasy', 'Drama', 'Adventure']","['maquia', 'member', 'special', 'race', 'call', 'iorph', 'live', 'hundred', 'year', '.', ',', 'maquia', 'feel', 'lonely', 'despite', 'surround', 'people', ',', 'orphan', 'young', 'age', '.', 'daydream', 'outside', 'world', ',', 'dare', 'travel', 'home', 'warning', 'clan', 'chief', '.', '  ', 'day', 'kingdom', 'mezarte', 'invade', 'homeland', '.', 'leave', 'giant', 'dragon', ',', 'renato', ',', 'control', ',', 'king', 'wish', 'add', 'immortality', 'bloodline', '.', '  ', 'ravage', 'iorph', 'homeland', 'kill', 'inhabitant', '.', 'catch', 'midst', 'attack', ',', 'maquia', 'carry', 'renato', '.', 'soon', 'die', ',', 'leave', 'deserted', 'forest', ',', 'truly', 'save', 'cry', 'single', 'baby', 'distance', '.', 'maquia', 'find', 'baby', 'destroy', 'village', 'decide', 'raise', ',', 'name', 'ariel', '.', 'know', 'human', 'world', ',', 'raise', 'child', 'age', 'fast', '.']"
"['clockwork', 'orange']","['Science Fiction', 'Crime']","['near', '-', 'future', 'britain', ',', 'young', 'alexander', 'delarge', 'pal', 'kick', 'beat', 'rape', '.', 'destroy', 'life', ',', 'alex', 'swoon', 'music', 'beethoven', '.', 'state', ',', 'eager', 'crack', 'juvenile', 'crime', ',', 'give', 'incarcerate', 'alex', 'option', 'undergo', 'invasive', 'procedure', 'rob', 'personal', 'agency', '.', 'time', 'conscience', 'commodity', ',', 'alex', 'change', 'tune', '?']"
